Nama PT,Prodies
Sekolah Tinggi Teknologi Muhammadiyah AR Fachruddin,Informatika (S1)
STAI Miftahul Huda Al-Azhar Banjar,Ekonomi Syariah (S1)
STAI Miftahul Huda Al-Azhar Banjar,Hukum Keluarga (Ahwal Syakhshiyah) (S1)
STAI Miftahul Huda Al-Azhar Banjar,Pendidikan Agama Islam (S1)
STAI Miftahul Huda Al-Azhar Banjar,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Institut Sains Teknologi Dan Kesehatan Mulia Yogyakarta,Administrasi Kesehatan (S1)
Institut Sains Teknologi Dan Kesehatan Mulia Yogyakarta,Informatika (S1)
Institut Sains Teknologi Dan Kesehatan Mulia Yogyakarta,Perpustakaan dan Sains Informasi (S1)
Sekolah Tinggi Ilmu Ekonomi Mujahidin,Ekonomi Pembangunan (S1)
Sekolah Tinggi Ilmu Ekonomi Mujahidin,Manajemen (S1)
Akademi Perpajakan Padang (AKAP) Bekasi,Manajemen Perpajakan (D3)
AMIK Selat Panjang,Manajemen Informatika (D3)
AMIK Selat Panjang,Teknik Komputer (D3)
Sekolah Tinggi Pariwisata Satya Widya,Bina Wisata (D3)
Sekolah Tinggi Pariwisata Satya Widya,Manajemen Pariwisata (D4)
Sekolah Tinggi Pariwisata Satya Widya,Manajemen Perhotelan (D4)
Sekolah Tinggi Pariwisata Satya Widya,Perhotelan (D3)
Sekolah Tinggi Ilmu Ekonomi Tricom,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Tricom,Manajemen (S1)
Sekolah Tinggi Teologi Basom,Pendidikan Agama Kristen (S2)
Sekolah Tinggi Teologi Basom,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Teologi Basom,Teologi (S1)
Sekolah Tinggi Teologi Basom,Teologi (S2)
Sekolah Tinggi Teologi Basom,Teologi (S3)
STIKES Purna Bhakti Husada Batusangkar,Ilmu Keperawatan (S1)
STIKES Purna Bhakti Husada Batusangkar,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Kebidanan (S2)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Kebidanan (S1)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Kebidanan Terapan (S2)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Kesehatan Masyarakat (S1)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Optometri (D3)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Pendidikan Profesi Bidan (Profesi)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Profesi Ners (Profesi)
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,Refraksi Optisi (D3)
Universitas Kiai Abdullah Faqih Gresik,Hukum Ekonomi Syariah (Muamalah) (S1)
Universitas Kiai Abdullah Faqih Gresik,Hukum Keluarga Islam (Ahwal Syakhshiyyah) (S1)
Universitas Kiai Abdullah Faqih Gresik,Ilmu Al-Qur'an dan Tafsir (S1)
Universitas Kiai Abdullah Faqih Gresik,Komunikasi dan Penyiaran Islam (S1)
Universitas Kiai Abdullah Faqih Gresik,Pendidikan Agama Islam (S1)
Universitas Kiai Abdullah Faqih Gresik,Pendidikan Agama Islam (S3)
Universitas Kiai Abdullah Faqih Gresik,Pendidikan Agama Islam (S2)
Universitas Kiai Abdullah Faqih Gresik,Pendidikan Bahasa Arab (S1)
Universitas Kiai Abdullah Faqih Gresik,Pendidikan Bahasa Inggris (S1)
Sekolah Tinggi Agama Islam KH. Muhammad Ali Shodiq,Ilmu Al-Qur'an dan Tafsir (S1)
Sekolah Tinggi Agama Islam KH. Muhammad Ali Shodiq,Manajemen Pendidikan Islam (S1)
Sekolah Tinggi Agama Islam KH. Muhammad Ali Shodiq,Pendidikan Bahasa Arab (S1)
Sekolah Tinggi Ilmu Kesehatan Brebes,Administrasi Kesehatan (S1)
Sekolah Tinggi Ilmu Kesehatan Brebes,Kebidanan (S1)
Sekolah Tinggi Ilmu Kesehatan Brebes,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Brebes,Pendidikan Profesi Bidan (Profesi)
Akademi Kebidanan Darmais Padangsidimpuan,Kebidanan (D3)
STIE Pengembangan Bisnis Dan Manajemen,Akuntansi (S1)
STIE Pengembangan Bisnis Dan Manajemen,Akuntansi (D3)
STIE Pengembangan Bisnis Dan Manajemen,Manajemen (S1)
STIE Pengembangan Bisnis Dan Manajemen,Manajemen (S2)
STEI Hamzar Lombok Timur,Perbankan Syari`ah (S1)
"STAI Bahrul Ulum Tambakberas, Jombang",Ekonomi Syari`ah (S1)
"STAI Bahrul Ulum Tambakberas, Jombang",Pendidikan Agama Islam (S1)
"STAI Bahrul Ulum Tambakberas, Jombang",Pendidikan Bahasa Arab (S1)
Politeknik Pancasakti Global,Akuntansi (D3)
Politeknik Pancasakti Global,Sistem Informasi Visual (D3)
Politeknik Pancasakti Global,Teknik Elektronika (D3)
Sekolah Tinggi Ilmu Kesehatan Arjuna,Farmasi (S1)
Sekolah Tinggi Ilmu Kesehatan Arjuna,Farmasi (D3)
Sekolah Tinggi Ilmu Kesehatan Arjuna,Keperawatan (D3)
Institut Teknologi dan Bisnis Bina Sarana Global,Bisnis Digital (S1)
Institut Teknologi dan Bisnis Bina Sarana Global,"Kajian Film, Televisi, dan Media (S1)"
Institut Teknologi dan Bisnis Bina Sarana Global,Manajemen Ritel (S1)
Institut Teknologi dan Bisnis Bina Sarana Global,Sistem Informasi (S1)
Institut Teknologi dan Bisnis Bina Sarana Global,Teknik Informatika (S1)
Sekolah Tinggi Teologi Wesley Methodist Indonesia,Misiologi (S2)
Sekolah Tinggi Teologi Wesley Methodist Indonesia,Musik Gereja (S1)
Sekolah Tinggi Teologi Wesley Methodist Indonesia,Teologi (S3)
Sekolah Tinggi Teologi Wesley Methodist Indonesia,Teologi (Akademik) (S2)
Sekolah Tinggi Teologi Wesley Methodist Indonesia,Teologi (Akademik) (S1)
STT Anugerah Sinagoge Medan,Pendidikan Agama Kristen (S2)
STT Anugerah Sinagoge Medan,Pendidikan Agama Kristen (S1)
STT Anugerah Sinagoge Medan,Teologi (S2)
Universitas Bumi Persada,Administrasi Rumah Sakit (S1)
Universitas Bumi Persada,Akuntansi (S1)
Universitas Bumi Persada,Ilmu Keperawatan (S1)
Universitas Bumi Persada,Informatika Medis (S1)
Universitas Bumi Persada,Kebidanan (D3)
Universitas Bumi Persada,Manajemen (S1)
Universitas Bumi Persada,Pendidikan Bahasa Indonesia (S1)
Universitas Bumi Persada,Pendidikan Bahasa Inggris (S1)
Universitas Bumi Persada,Pendidikan Biologi (S1)
Universitas Bumi Persada,Pendidikan Informatika (S1)
Universitas Bumi Persada,Pendidikan Matematika (S1)
Universitas Bumi Persada,Pendidikan Profesi Ners (Profesi)
STAI Al-Muhajirin Purwakarta,Ilmu Al-Quran dan Tafsir (S1)
STAI Al-Muhajirin Purwakarta,Manajemen Pendidikan Islam (S1)
STAI Al-Muhajirin Purwakarta,Perbankan Syariah (S1)
Akademi Sekretari Dan Manajemen Mataram,Manajemen Administrasi (D3)
Akademi Sekretari Dan Manajemen Mataram,Manajemen Keuangan (D3)
Akademi Sekretari Dan Manajemen Mataram,Sekretari (D3)
Sekolah Tinggi Ilmu Kesehatan RS Husada,Administrasi Kesehatan (S1)
Sekolah Tinggi Ilmu Kesehatan RS Husada,Fisioterapi (S1)
Sekolah Tinggi Ilmu Kesehatan RS Husada,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan RS Husada,Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan RS Husada,Pendidikan Profesi Ners (Profesi)
Sekolah Tinggi Ilmu Kesehatan Har-Kausyar,Farmasi (S1)
Sekolah Tinggi Agama Islam Sirojul Falah Bogor,Ekonomi Syariah (S1)
Sekolah Tinggi Agama Islam Sirojul Falah Bogor,Hukum Keluarga Islam (Ahwal Al Syakhshiyah) (S1)
Sekolah Tinggi Agama Islam Sirojul Falah Bogor,Pendidikan Agama Islam (S1)
Sekolah Tinggi Agama Islam Sirojul Falah Bogor,Pendidikan Agama Islam (S2)
STIKES Maluku Husada,Farmasi (S1)
STIKES Maluku Husada,Ilmu Keperawatan (S1)
STIKES Maluku Husada,Kebidanan (D3)
STIKES Maluku Husada,Kesehatan Masyarakat (S1)
STIKES Maluku Husada,Profesi Ners (Profesi)
STIKES Maluku Husada,Radiologi (D3)
Politeknik Mardira Indonesia,Bisinis Digital (D4)
Politeknik Mardira Indonesia,Teknologi Rekayasa Multimedia (D4)
Politeknik Mardira Indonesia,Teknologi Rekayasa Perangkat Lunak (D4)
Sekolah Tinggi Ilmu Hukum IBLAM,Ilmu Hukum (S2)
Sekolah Tinggi Ilmu Hukum IBLAM,Ilmu Hukum (S1)
STAIN Purwokerto,Bimbingan dan Konseling Islam (S1)
STAIN Purwokerto,Ekonomi Syariah (S1)
STAIN Purwokerto,Hukum Ekonomi Syariah (Muamalah) (S2)
STAIN Purwokerto,Hukum Ekonomi Syariah (Muamalah) (S1)
STAIN Purwokerto,Hukum Keluarga (Ahwal Syakhshiyah) (S1)
STAIN Purwokerto,Kependidikan Islam (S1)
STAIN Purwokerto,Komunikasi dan Penyiaran Islam (S1)
STAIN Purwokerto,Manajemen Dakwah (S1)
STAIN Purwokerto,Manajemen Pendidikan Islam (S2)
STAIN Purwokerto,Manajemen Perbankan Syariah (D3)
STAIN Purwokerto,Pendidikan Agama Islam (S1)
STAIN Purwokerto,Pendidikan Bahasa Arab (S1)
STAIN Purwokerto,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAIN Purwokerto,Pendidikan Guru Raudhatul Athfal (S1)
Politeknik Profesional Mandiri,Mesin Otomotif (D3)
Politeknik Profesional Mandiri,Teknik Elektronika (D3)
Politeknik Profesional Mandiri,Teknik Informatika (D3)
Politeknik Profesional Mandiri,Teknik Listrik (D3)
Politeknik Profesional Mandiri,Teknik Mesin (D3)
Politeknik Profesional Mandiri,Teknik Sipil (D3)
STAI Laa Roiba Bogor,Ekonomi Syariah (S1)
STAI Laa Roiba Bogor,Hukum Keluarga (Ahwal Syakhshiyah) (S1)
STAI Laa Roiba Bogor,Manajemen Pendidikan Islam (S1)
STAI Laa Roiba Bogor,Pendidikan Agama Islam (S2)
STAI Laa Roiba Bogor,Pendidikan Agama Islam (S1)
STAI Laa Roiba Bogor,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Politeknik Nusantara Balikpapan,Administrasi Rumah Sakit (D3)
Politeknik Nusantara Balikpapan,Bisnis Digital (D4)
Politeknik Nusantara Balikpapan,Farmasi (D3)
Sekolah Tinggi Kelautan Dan Perikanan Indonesia,Budidaya Perairan (D3)
Sekolah Tinggi Kelautan Dan Perikanan Indonesia,Pemanfaatan Sumber Daya Perikanan (S1)
Sekolah Tinggi Kelautan Dan Perikanan Indonesia,Pengolahan Hasil Perikanan (D3)
Akademi Kebidanan Medica Bakti Nusantara,Kebidanan (D3)
"STIS Muhammadiyah Tolitoli, Sulawesi Tengah",Perdata dan Pidana Islam (S1)
Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,Manajemen (S1)
Akademi Keperawatan RSP TNI-AU Jakarta,Keperawatan (D3)
Akademi Kebidanan Banua Bina Husada,Kebidanan (D3)
Sekolah Tinggi Ekonomi Islam (STEI) Hamfara Yogyakarta,Manajemen Bisnis Syariah (S1)
Sekolah Tinggi Ekonomi Islam (STEI) Hamfara Yogyakarta,Perbankan Syari`ah (S1)
Universitas Tulang Bawang,Administrasi Bisnis (S1)
Universitas Tulang Bawang,Administrasi Publik (S1)
Universitas Tulang Bawang,Farmasi (S1)
Universitas Tulang Bawang,Ilmu Administrasi Negara (S1)
Universitas Tulang Bawang,Ilmu Administrasi Niaga (S1)
Universitas Tulang Bawang,Ilmu Hukum (S1)
Universitas Tulang Bawang,Ilmu Komunikasi (S1)
Universitas Tulang Bawang,Peternakan (S1)
Universitas Tulang Bawang,Teknik Industri (S1)
Politeknik Istikom Bina Citra Informatika,Bisnis Digital (D4)
Politeknik Istikom Bina Citra Informatika,Manajemen Keuangan Sektor Publik (D4)
Politeknik Istikom Bina Citra Informatika,Teknologi Rekayasa Komputer Jaringan (D4)
Sekolah Tinggi Teknologi Mineral Indonesia,Teknik Geologi (S1)
Sekolah Tinggi Teknologi Mineral Indonesia,Teknik Pertambangan (S1)
STT Tabut Elohim Langowan,Ilmu Teologi (S1)
STT Tabut Elohim Langowan,Pendidikan Agama Kristen (S1)
Sekolah Tinggi Ilmu Hukum Awang Long,Hukum (S1)
Sekolah Tinggi Manajemen Informatika dan Komputer Al-Fath,Teknik Informatika (S1)
Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,Manajemen (S1)
Akademi Keperawatan Yapi,Keperawatan (D3)
Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,Manajemen (S1)
Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,Manajemen Pemasaran (D3)
Universitas Wijayakusuma Purwokerto,Akuntansi (D3)
Universitas Wijayakusuma Purwokerto,Akuntansi (S1)
Universitas Wijayakusuma Purwokerto,Arsitektur (S1)
Universitas Wijayakusuma Purwokerto,Ekonomi Pembangunan (S1)
Universitas Wijayakusuma Purwokerto,Ilmu Administrasi Negara (S1)
Universitas Wijayakusuma Purwokerto,Ilmu Hukum (S1)
Universitas Wijayakusuma Purwokerto,Informatika (S1)
Universitas Wijayakusuma Purwokerto,Manajemen (S1)
Universitas Wijayakusuma Purwokerto,Manajemen Bisnis (D3)
Universitas Wijayakusuma Purwokerto,Manajemen Informatika (D3)
Universitas Wijayakusuma Purwokerto,Peternakan (S1)
Universitas Wijayakusuma Purwokerto,Teknik Elektro (S1)
Universitas Wijayakusuma Purwokerto,Teknik Elektronika (D3)
Universitas Wijayakusuma Purwokerto,Teknik Sipil (S1)
Universitas Wijayakusuma Purwokerto,Teknik Sipil (D3)
Sekolah Tinggi Islam Kendal (STIK),Ekonomi Syariah (S1)
Sekolah Tinggi Islam Kendal (STIK),Pendidikan Agama Islam (S1)
Sekolah Tinggi Islam Kendal (STIK),Pendidikan Guru Madrasah Ibtidaiyah (S1)
Politeknik Piksi Input Serang,Akuntansi (D3)
Politeknik Piksi Input Serang,Akuntansi Perpajakan (D4)
Politeknik Piksi Input Serang,Bisnis Digital (D4)
Politeknik Piksi Input Serang,Manajemen Informatika (D3)
Politeknik Piksi Input Serang,Rekayasa Keamanan Siber (D4)
Politeknik Piksi Input Serang,Sekretari (D3)
Sekolah Tinggi Filsafat Katolik Ledalero,Ilmu Agama/Teologi Katolik (S2)
Sekolah Tinggi Filsafat Katolik Ledalero,Ilmu Filsafat (S1)
Sekolah Tinggi Filsafat Katolik Ledalero,Pendidikan Keagamaan Katolik (S1)
Akademi Kebidanan Putra Jaya Mandiri Batam,Kebidanan (D3)
Sekolah Tinggi Ilmu Ekonomi Widya Persada,Akuntansi (D3)
Sekolah Tinggi Ilmu Ekonomi Widya Persada,Akuntansi (S1)
Sekolah Tinggi Ilmu Ekonomi Widya Persada,Manajemen (S1)
Sekolah Tinggi Ilmu Ekonomi Widya Persada,Manajemen Perusahaan (D3)
Sekolah Tinggi Penyuluhan Pertanian Malang,Penyuluhan Pertanian (D4)
Sekolah Tinggi Penyuluhan Pertanian Malang,Penyuluhan Perternakan (D4)
STAI Rawa Aopa Konawe Selatan,Hukum Tata Negara (Siyasah Syariyyah) (S1)
STAI Rawa Aopa Konawe Selatan,Pendidikan Agama Islam (S1)
STAI Rawa Aopa Konawe Selatan,Pendidikan Guru Madrasah Ibtidaiyah (S1)
STAI Rawa Aopa Konawe Selatan,Pendidikan Islam Anak Usia Dini (S1)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Desain Grafis (S1)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Komputer Grafis (D3)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Komputerisasi Akuntansi (D3)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Komputerisasi Akuntansi (D4)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Manajemen Informatika (D4)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Sistem Komputer (S1)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Teknik Elektronika (D3)
Sekolah Tinggi Elektronika & Komputer (STEKOM),Teknik Komputer (D3)
Universitas Palembang,Agroteknologi (S1)
Universitas Palembang,Ilmu Hukum (S1)
Universitas Palembang,Manajemen (S1)
Universitas Palembang,Pendidikan Bahasa Inggris (S1)
Universitas Palembang,Teknik Elektro (S1)
Universitas Palembang,Teknik Sipil (S1)
Sekolah Tinggi Teknik Nusantara Mandiri,Teknik Mesin (S1)
Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,Farmasi (S1)
Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,Farmasi (D3)
Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,Kimia Industri (D3)
Akademi Sekretari Saint Theresia,Sekretari (D3)
STIM LPI Makassar,Keuangan Dan Perbankan (D3)
STIM LPI Makassar,Magister Manajemen (S2)
STIM LPI Makassar,Manajemen (S1)
Akademi Pertambangan Makassar,Teknik Pertambangan (D3)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Ilmu Gizi (S1)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Kebidanan (S1)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Magister Keperawatan (S2)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Ners (Profesi)
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Pendidikan Profesi Bidan (Profesi)
Politeknik Elektronika Negeri Surabaya,Informasi Teknologi (D1)
Politeknik Elektronika Negeri Surabaya,Multimedia (D1)
Politeknik Elektronika Negeri Surabaya,PJJ Teknik Informatika (D3)
Politeknik Elektronika Negeri Surabaya,PJJ Teknik Telekomunikasi (D4)
Politeknik Elektronika Negeri Surabaya,Sains Data Terapan (D4)
Politeknik Elektronika Negeri Surabaya,Sistem Pembangkit Energi (D4)
Politeknik Elektronika Negeri Surabaya,Sistem Siber-Fisik (S3 Terapan)
Politeknik Elektronika Negeri Surabaya,Teknik Elektro (S2)
Politeknik Elektronika Negeri Surabaya,Teknik Elektro Industri (D3)
Politeknik Elektronika Negeri Surabaya,Teknik Elektro Industri (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Elektro Industri Kampus PT Pembangkit jawa-Bali (D1)
Politeknik Elektronika Negeri Surabaya,Teknik Elektronika (D3)
Politeknik Elektronika Negeri Surabaya,Teknik Elektronika (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Elektronika Kampus PT Pembangkit Jawa-Bali (D1)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (D3)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (Kampus Kab Lamongan) (D3)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (Kampus Kab Sumenep) (D3)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (Kampus Ponorogo) (D2)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika (Kampus Sumenep) (D2)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika dan Komputer (S2)
Politeknik Elektronika Negeri Surabaya,Teknik Informatika Kampus Pacitan (D1)
Politeknik Elektronika Negeri Surabaya,"Teknik Informatika, Kampus Lamongan (D2)"
Politeknik Elektronika Negeri Surabaya,Teknik Komputer (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Komputer dan Jaringan (D1)
Politeknik Elektronika Negeri Surabaya,Teknik Mekatronika (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Mekatronika (Kampus Ponorogo) (D2)
Politeknik Elektronika Negeri Surabaya,Teknik Mekatronika Kampus PT Pembangkit Jawa-Bali (D1)
Politeknik Elektronika Negeri Surabaya,Teknik Telekomunikasi (D4)
Politeknik Elektronika Negeri Surabaya,Teknik Telekomunikasi (D3)
Politeknik Elektronika Negeri Surabaya,Teknologi Game (D4)
Politeknik Elektronika Negeri Surabaya,Teknologi Multimedia Broadcasting (Kampus Kab Lamongan) (D3)
Politeknik Elektronika Negeri Surabaya,Teknologi Multimedia Broadcasting (Kampus Kab. Sumenep) (D3)
Politeknik Elektronika Negeri Surabaya,Teknologi Multimedia dan Broadcasting (D3)
Politeknik Elektronika Negeri Surabaya,"Teknologi Multimedia dan Broadcasting, (Kampus Pacitan) (D1)"
Politeknik Elektronika Negeri Surabaya,"Teknologi Multimedia dan Broadcasting, Kampus Lamongan (D2)"
Politeknik Elektronika Negeri Surabaya,"Teknologi Multimedia dan Broadcasting, Kampus Sumenep (D2)"
Politeknik Elektronika Negeri Surabaya,Teknologi Rekayasa Internet (D4)
Politeknik Elektronika Negeri Surabaya,Teknologi Rekayasa Multimedia (D4)
Akademi Kesejahteraan Sosial AKK,Desain Busana (D3)
Akademi Kesejahteraan Sosial AKK,Seni Kuliner (D3)
Akademi Kesejahteraan Sosial AKK,Tata Boga (D3)
Akademi Kesejahteraan Sosial AKK,Tata Busana (D3)
Akademi Kesejahteraan Sosial AKK,Tata Rias (D3)
Akademi Maritim Yogyakarta,Ketatalaksanaan Pelayaran Niaga (D3)
Akademi Maritim Yogyakarta,Nautika (D3)
Akademi Maritim Yogyakarta,Teknika (D3)
Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,Administrasi Publik (S1)
Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,Ilmu Administrasi Negara (S1)
Sekolah Tinggi Ilmu Kesehatan Bali,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Bali,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Bali,Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Bali,Keperawatan (S2)
Sekolah Tinggi Ilmu Kesehatan Bali,Keperawatan Anastesiologi (D4)
Sekolah Tinggi Ilmu Kesehatan Bali,Pendidikan Profesi Ners (Profesi)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Farmasi (S1)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Ilmu Keperawatan (S1)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Kebidanan (D3)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Kebidanan (S1)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Keperawatan (D3)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Pendidikan Profesi Bidan (Profesi)
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Profesi Ners (Profesi)
Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara,Manajemen Pendidikan Islam (S1)
Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara,Pendidikan Guru Madrasah Ibtidaiyah (S1)
Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara,Pendidikan Islam Anak Usia Dini (S1)
Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,Manajemen Pendidikan Islam (S1)
Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,Pendidikan Agama Islam (S1)
Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,Pendidikan Bahasa Arab (S1)
Universitas Teknologi Digital,Akuntansi (S1)
Universitas Teknologi Digital,Akuntansi (D3)
Universitas Teknologi Digital,Desain Komunikasi Visual (S1)
Universitas Teknologi Digital,Hukum (S1)
Universitas Teknologi Digital,Informatika (S1)
Universitas Teknologi Digital,Manajemen (S1)
Universitas Teknologi Digital,Manajemen Informatika (D3)
Universitas Teknologi Digital,Manajemen Informatika (Kampus Kota Tegal) (D3)
Universitas Teknologi Digital,Manajemen Informatika (Kampus Kota Tegal) (D1)
Universitas Teknologi Digital,Manajemen Inovasi (S2)
Universitas Teknologi Digital,Manajemen Perusahaan (D3)
Universitas Teknologi Digital,Teknik Industri (S1)
Akademi Kebidanan Banjarbaru,Kebidanan (D3)
Universitas Batam,Akuntansi (S2)
Universitas Batam,Akuntansi (S1)
Universitas Batam,Farmasi (S1)
Universitas Batam,Ilmu Hukum (S2)
Universitas Batam,Ilmu Hukum (S1)
Universitas Batam,Ilmu Keperawatan (S1)
Universitas Batam,Kebidanan (D4)
Universitas Batam,Kebidanan (D3)
Universitas Batam,Kebidanan (S1)
Universitas Batam,Kenotariatan (S2)
Universitas Batam,Keperawatan (D3)
Universitas Batam,Manajemen (S1)
Universitas Batam,Manajemen (S2)
Universitas Batam,Manajemen Informatika (D3)
Universitas Batam,Manajemen Sumber Daya Manusia (S3)
Universitas Batam,Pendidikan Dokter (S1)
Universitas Batam,Pendidikan Profesi Bidan (Profesi)
Universitas Batam,Perencanaan Wilayah (S2)
Universitas Batam,Profesi Dokter (Profesi)
Universitas Batam,Profesi Ners (Profesi)
Universitas Batam,Psikologi (S1)
Universitas Batam,Sistem Informasi (S1)
Universitas Batam,Teknik Elektro (S1)
Universitas Batam,Teknik Elektronika (D3)
Universitas Batam,Teknik Komputer (D3)
Universitas Batam,Teknik Mesin (S1)
Universitas Batam,Teknik Sipil (S1)
Universitas Tabanan,Agribisnis (S1)
Universitas Tabanan,Agroteknologi (S1)
Universitas Tabanan,Ekonomi Pembangunan (S1)
Universitas Tabanan,Ilmu Hukum (S1)
Universitas Tabanan,Kewirausahaan (S1)
Universitas Tabanan,Sistem Informasi (S1)
Politeknik Negeri Malang,Administrasi Bisnis (D3)
Politeknik Negeri Malang,Administrasi Bisnis (Kampus Kota Blitar) (D2)
Politeknik Negeri Malang,Akuntansi (D3)
Politeknik Negeri Malang,Akuntansi (Kampus Kab. Bojonegoro) (D2)
Politeknik Negeri Malang,Akuntansi (Kampus Kab. Lumajang) (D3)
Politeknik Negeri Malang,Akuntansi (Kampus Kab. Pamekasan) (D2)
Politeknik Negeri Malang,Akuntansi (Kampus Kab. Trenggalek) (D2)
